scene,view,objA,objB,same,clipcos,drgb,dhist,dtex
stack4_scene0003,view_el60_az195,adjustable_wrench,master_chef_can,0,0.398,6.9,0.746,31.7
stack4_scene0003,view_el60_az195,adjustable_wrench,pudding_box,0,0.536,23.9,0.85,12.5
stack4_scene0003,view_el60_az195,adjustable_wrench,apple,0,0.446,68.3,0.975,49.8
stack4_scene0003,view_el60_az195,adjustable_wrench,pudding_box,0,0.441,77.9,0.843,19.1
stack4_scene0003,view_el60_az195,adjustable_wrench,master_chef_can,0,0.467,126.4,0.877,102.5
stack4_scene0003,view_el60_az195,apple,adjustable_wrench,0,0.316,83.8,1.0,80.4
stack4_scene0003,view_el60_az195,apple,master_chef_can,0,0.319,84.8,0.983,54.3
stack4_scene0003,view_el60_az195,apple,pudding_box,0,0.426,58.1,0.829,73.6
stack4_scene0003,view_el60_az195,apple,apple,1,0.457,104.7,0.551,36.3
stack4_scene0003,view_el60_az195,apple,pudding_box,0,0.315,52.6,0.68,67.0
stack4_scene0003,view_el60_az195,apple,master_chef_can,0,0.447,143.8,1.0,16.5
stack4_scene0003,view_el60_az195,adjustable_wrench,master_chef_can,0,0.472,55.1,0.82,26.0
stack4_scene0003,view_el60_az195,adjustable_wrench,pudding_box,0,0.679,44.0,0.87,6.8
stack4_scene0003,view_el60_az195,adjustable_wrench,apple,0,0.506,117.7,0.977,44.1
stack4_scene0003,view_el60_az195,adjustable_wrench,pudding_box,0,0.538,48.1,0.851,13.4
stack4_scene0003,view_el60_az195,adjustable_wrench,master_chef_can,0,0.484,77.3,0.967,96.8
stack4_scene0003,view_el60_az195,master_chef_can,pudding_box,0,0.574,29.0,0.871,19.2
stack4_scene0003,view_el60_az195,master_chef_can,apple,0,0.532,65.1,0.984,18.1
stack4_scene0003,view_el60_az195,master_chef_can,pudding_box,0,0.517,83.2,0.896,12.6
stack4_scene0003,view_el60_az195,master_chef_can,master_chef_can,1,0.524,129.8,0.864,70.8
stack4_scene0003,view_el60_az195,pudding_box,apple,0,0.652,77.5,0.787,37.3
stack4_scene0003,view_el60_az195,pudding_box,pudding_box,1,0.675,56.9,0.439,6.6
stack4_scene0003,view_el60_az195,pudding_box,master_chef_can,0,0.477,120.4,0.995,90.0
stack4_scene0003,view_el60_az195,apple,pudding_box,0,0.536,131.2,0.715,30.7
stack4_scene0003,view_el60_az195,apple,master_chef_can,0,0.513,194.0,1.0,52.7
stack4_scene0003,view_el60_az195,pudding_box,master_chef_can,0,0.369,92.1,0.99,83.4
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.661,81.7,0.928,238.2
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.595,87.1,0.981,49.8
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.262,147.2,0.965,0.8
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.411,109.3,0.982,0.9
stack4_scene0003,view_el60_az255,master_chef_can,apple,0,0.478,31.7,0.239,7.8
stack4_scene0003,view_el60_az255,master_chef_can,adjustable_wrench,0,0.516,72.8,0.958,82.5
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.453,96.5,0.974,22.2
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,0.296,55.5,0.804,73.2
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.413,142.1,0.996,18.7
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.321,147.0,0.983,8.9
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.833,89.7,0.826,188.4
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.399,77.5,0.821,239.0
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.391,112.2,0.848,239.1
stack4_scene0003,view_el60_az255,master_chef_can,apple,0,0.347,90.5,0.946,230.4
stack4_scene0003,view_el60_az255,master_chef_can,adjustable_wrench,0,0.456,50.6,0.725,155.7
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.378,105.1,0.795,216.1
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,0.266,65.9,0.755,165.0
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.512,65.5,0.976,256.9
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.401,75.3,0.91,247.1
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.406,165.5,0.878,50.7
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.418,27.8,0.758,50.7
stack4_scene0003,view_el60_az255,master_chef_can,apple,0,0.283,62.3,0.993,42.0
stack4_scene0003,view_el60_az255,master_chef_can,adjustable_wrench,0,0.489,40.0,0.802,32.7
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.349,15.4,0.628,27.7
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,0.217,34.6,0.806,23.4
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.414,149.7,0.853,68.5
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.254,162.6,0.935,58.8
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.592,186.3,0.945,0.1
stack4_scene0003,view_el60_az255,master_chef_can,apple,0,0.471,164.2,0.997,8.6
stack4_scene0003,view_el60_az255,master_chef_can,adjustable_wrench,0,0.5,126.4,0.606,83.4
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.413,180.8,0.872,23.0
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,0.292,143.1,0.911,74.1
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.519,22.9,0.896,17.8
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.47,5.4,0.437,8.1
stack4_scene0003,view_el60_az255,master_chef_can,apple,0,0.483,82.3,0.989,8.7
stack4_scene0003,view_el60_az255,master_chef_can,adjustable_wrench,0,0.627,64.9,0.882,83.4
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.634,20.0,0.633,23.1
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,0.407,60.7,0.834,74.1
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.45,168.7,0.94,17.8
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.434,182.9,0.966,8.0
stack4_scene0003,view_el60_az255,apple,adjustable_wrench,0,0.461,62.3,0.985,74.8
stack4_scene0003,view_el60_az255,apple,master_chef_can,0,0.449,68.7,0.983,14.4
stack4_scene0003,view_el60_az255,apple,pudding_box,0,0.461,38.7,0.783,65.5
stack4_scene0003,view_el60_az255,apple,master_chef_can,0,0.505,155.4,1.0,26.5
stack4_scene0003,view_el60_az255,apple,master_chef_can,0,0.404,163.1,1.0,16.7
stack4_scene0003,view_el60_az255,adjustable_wrench,master_chef_can,0,0.559,55.1,0.768,60.4
stack4_scene0003,view_el60_az255,adjustable_wrench,pudding_box,0,0.421,24.5,0.766,9.3
stack4_scene0003,view_el60_az255,adjustable_wrench,master_chef_can,0,0.456,111.8,0.88,101.2
stack4_scene0003,view_el60_az255,adjustable_wrench,master_chef_can,0,0.425,123.8,0.779,91.5
stack4_scene0003,view_el60_az255,master_chef_can,pudding_box,0,0.408,47.5,0.757,51.1
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.437,164.8,0.863,40.8
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.474,177.9,0.899,31.1
stack4_scene0003,view_el60_az255,pudding_box,master_chef_can,0,0.252,130.6,0.935,91.9
stack4_scene0003,view_el60_az255,pudding_box,master_chef_can,0,0.287,141.1,0.939,82.2
stack4_scene0003,view_el60_az255,master_chef_can,master_chef_can,1,0.684,17.7,0.789,9.8
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.375,93.6,0.876,204.2
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.566,44.9,0.912,109.1
stack4_scene0003,view_el75_az105,master_chef_can,apple,0,0.277,103.5,0.999,193.6
stack4_scene0003,view_el75_az105,master_chef_can,adjustable_wrench,0,0.476,65.8,0.825,123.0
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.647,36.8,0.572,175.4
stack4_scene0003,view_el75_az105,master_chef_can,adjustable_wrench,0,0.389,31.8,0.865,116.3
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.494,43.0,0.617,102.3
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.471,70.4,0.992,216.3
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.39,85.1,0.927,207.4
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.377,78.7,0.907,95.2
stack4_scene0003,view_el75_az105,master_chef_can,apple,0,0.651,150.4,1.0,10.6
stack4_scene0003,view_el75_az105,master_chef_can,adjustable_wrench,0,0.301,148.2,0.622,81.2
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.563,117.6,0.972,28.8
stack4_scene0003,view_el75_az105,master_chef_can,adjustable_wrench,0,0.536,94.5,0.58,87.9
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.263,128.4,0.806,101.9
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.55,26.7,0.925,12.1
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.633,9.1,0.436,3.2
stack4_scene0003,view_el75_az105,master_chef_can,apple,0,0.406,78.8,0.88,84.6
stack4_scene0003,view_el75_az105,master_chef_can,adjustable_wrench,0,0.522,74.7,0.737,13.9
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.647,81.4,0.869,66.3
stack4_scene0003,view_el75_az105,master_chef_can,adjustable_wrench,0,0.508,24.9,0.729,7.3
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.555,58.5,0.808,6.7
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.442,66.2,0.985,107.3
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.412,72.9,0.975,98.3
stack4_scene0003,view_el75_az105,apple,adjustable_wrench,0,0.307,81.9,0.995,70.6
stack4_scene0003,view_el75_az105,apple,master_chef_can,0,0.459,129.8,0.995,18.2
stack4_scene0003,view_el75_az105,apple,adjustable_wrench,0,0.362,83.5,0.997,77.3
stack4_scene0003,view_el75_az105,apple,master_chef_can,0,0.307,84.7,0.992,91.3
stack4_scene0003,view_el75_az105,apple,master_chef_can,0,0.556,142.6,1.0,22.7
stack4_scene0003,view_el75_az105,apple,master_chef_can,0,0.482,146.5,1.0,13.8
stack4_scene0003,view_el75_az105,adjustable_wrench,master_chef_can,0,0.486,81.0,0.918,52.4
stack4_scene0003,view_el75_az105,adjustable_wrench,adjustable_wrench,1,0.438,53.8,0.381,6.7
stack4_scene0003,view_el75_az105,adjustable_wrench,master_chef_can,0,0.517,22.8,0.674,20.6
stack4_scene0003,view_el75_az105,adjustable_wrench,master_chef_can,0,0.354,128.7,0.886,93.3
stack4_scene0003,view_el75_az105,adjustable_wrench,master_chef_can,0,0.243,140.7,0.758,84.4
stack4_scene0003,view_el75_az105,master_chef_can,adjustable_wrench,0,0.472,66.8,0.949,59.1
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.565,61.1,0.688,73.1
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.499,92.1,0.986,40.9
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.475,108.8,0.984,32.0
stack4_scene0003,view_el75_az105,adjustable_wrench,master_chef_can,0,0.321,36.1,0.76,14.0
stack4_scene0003,view_el75_az105,adjustable_wrench,master_chef_can,0,0.448,76.5,0.965,100.0
stack4_scene0003,view_el75_az105,adjustable_wrench,master_chef_can,0,0.482,87.2,0.802,91.1
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.418,107.8,0.857,114.0
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.311,120.6,0.845,105.1
stack4_scene0003,view_el75_az105,master_chef_can,master_chef_can,1,0.768,17.7,0.805,8.9
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.593,78.1,0.65,163.5
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.365,91.1,0.696,204.3
stack4_scene0003,view_el75_az225,master_chef_can,adjustable_wrench,0,0.593,33.9,0.61,110.3
stack4_scene0003,view_el75_az225,master_chef_can,apple,0,0.385,88.7,1.0,191.0
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.519,59.5,0.72,151.6
stack4_scene0003,view_el75_az225,master_chef_can,pudding_box,0,0.442,43.4,0.915,107.8
stack4_scene0003,view_el75_az225,master_chef_can,apple,0,0.489,119.7,0.985,152.4
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.45,71.5,0.917,209.8
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.358,83.9,0.778,199.7
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.641,13.5,0.284,40.8
stack4_scene0003,view_el75_az225,master_chef_can,adjustable_wrench,0,0.579,111.2,0.547,53.2
stack4_scene0003,view_el75_az225,master_chef_can,apple,0,0.468,139.6,1.0,27.5
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.592,135.2,0.898,11.9
stack4_scene0003,view_el75_az225,master_chef_can,pudding_box,0,0.477,111.8,0.949,55.7
stack4_scene0003,view_el75_az225,master_chef_can,apple,0,0.53,197.0,0.992,11.1
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.532,20.2,0.942,46.3
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.544,8.8,0.554,36.2
stack4_scene0003,view_el75_az225,master_chef_can,adjustable_wrench,0,0.421,124.3,0.632,94.0
stack4_scene0003,view_el75_az225,master_chef_can,apple,0,0.454,152.1,1.0,13.3
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.445,147.5,0.895,52.7
stack4_scene0003,view_el75_az225,master_chef_can,pudding_box,0,0.319,125.3,0.969,96.5
stack4_scene0003,view_el75_az225,master_chef_can,apple,0,0.352,210.3,0.997,51.9
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.527,26.1,0.823,5.5
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.587,8.1,0.367,4.6
stack4_scene0003,view_el75_az225,adjustable_wrench,apple,0,0.345,78.3,0.998,80.7
stack4_scene0003,view_el75_az225,adjustable_wrench,master_chef_can,0,0.62,37.7,0.812,41.3
stack4_scene0003,view_el75_az225,adjustable_wrench,pudding_box,0,0.613,28.5,0.871,2.5
stack4_scene0003,view_el75_az225,adjustable_wrench,apple,0,0.463,86.6,0.97,42.1
stack4_scene0003,view_el75_az225,adjustable_wrench,master_chef_can,0,0.375,105.0,0.899,99.5
stack4_scene0003,view_el75_az225,adjustable_wrench,master_chef_can,0,0.306,117.2,0.756,89.4
stack4_scene0003,view_el75_az225,apple,master_chef_can,0,0.519,101.0,0.993,39.4
stack4_scene0003,view_el75_az225,apple,pudding_box,0,0.41,50.4,0.797,83.2
stack4_scene0003,view_el75_az225,apple,apple,1,0.543,103.1,0.6,38.6
stack4_scene0003,view_el75_az225,apple,master_chef_can,0,0.55,143.5,1.0,18.8
stack4_scene0003,view_el75_az225,apple,master_chef_can,0,0.458,147.7,1.0,8.7
stack4_scene0003,view_el75_az225,master_chef_can,pudding_box,0,0.653,58.5,0.918,43.8
stack4_scene0003,view_el75_az225,master_chef_can,apple,0,0.592,75.9,0.987,0.8
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.392,124.8,0.898,58.2
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.425,139.8,0.913,48.1
stack4_scene0003,view_el75_az225,pudding_box,apple,0,0.588,89.5,0.777,44.6
stack4_scene0003,view_el75_az225,pudding_box,master_chef_can,0,0.337,110.2,0.996,102.0
stack4_scene0003,view_el75_az225,pudding_box,master_chef_can,0,0.355,119.1,0.982,91.9
stack4_scene0003,view_el75_az225,apple,master_chef_can,0,0.431,191.2,1.0,57.4
stack4_scene0003,view_el75_az225,apple,master_chef_can,0,0.363,203.4,1.0,47.3
stack4_scene0003,view_el75_az225,master_chef_can,master_chef_can,1,0.721,18.3,0.806,10.1
stack4_scene0003,view_el90,master_chef_can,apple,0,0.232,133.3,0.997,416.2
stack4_scene0003,view_el90,master_chef_can,adjustable_wrench,0,0.452,147.1,0.649,90.5
stack4_scene0003,view_el90,master_chef_can,apple,0,0.575,150.6,0.999,0.1
stack4_scene0003,view_el90,master_chef_can,adjustable_wrench,0,0.567,96.5,0.612,86.3
stack4_scene0003,view_el90,master_chef_can,apple,0,0.581,203.8,0.991,74.1
stack4_scene0003,view_el90,master_chef_can,master_chef_can,1,0.582,25.4,0.899,12.8
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,0.378,17.2,0.808,238.2
stack4_scene0003,view_el90,master_chef_can,master_chef_can,1,0.651,8.6,0.46,2.2
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,0.322,143.1,0.978,109.1
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,0.307,108.5,0.93,199.2
stack4_scene0003,view_el90,apple,adjustable_wrench,0,0.421,53.4,0.996,325.7
stack4_scene0003,view_el90,apple,apple,1,0.264,32.7,0.784,416.1
stack4_scene0003,view_el90,apple,adjustable_wrench,0,0.387,53.5,0.997,329.9
stack4_scene0003,view_el90,apple,apple,1,0.495,85.3,0.727,342.0
stack4_scene0003,view_el90,apple,master_chef_can,0,0.312,122.3,1.0,428.9
stack4_scene0003,view_el90,apple,pudding_box,0,0.467,116.7,0.977,177.9
stack4_scene0003,view_el90,apple,master_chef_can,0,0.233,128.6,1.0,418.4
stack4_scene0003,view_el90,apple,pudding_box,0,0.494,27.3,0.795,307.1
stack4_scene0003,view_el90,apple,pudding_box,0,0.404,35.5,0.911,217.0
stack4_scene0003,view_el90,adjustable_wrench,apple,0,0.311,83.0,0.998,90.4
stack4_scene0003,view_el90,adjustable_wrench,adjustable_wrench,1,0.643,50.8,0.394,4.2
stack4_scene0003,view_el90,adjustable_wrench,apple,0,0.415,58.4,0.965,16.4
stack4_scene0003,view_el90,adjustable_wrench,master_chef_can,0,0.443,129.1,0.872,103.3
stack4_scene0003,view_el90,adjustable_wrench,pudding_box,0,0.597,133.1,0.843,147.8
stack4_scene0003,view_el90,adjustable_wrench,master_chef_can,0,0.34,140.3,0.768,92.7
stack4_scene0003,view_el90,adjustable_wrench,pudding_box,0,0.506,27.5,0.952,18.6
stack4_scene0003,view_el90,adjustable_wrench,pudding_box,0,0.403,43.8,0.829,108.7
stack4_scene0003,view_el90,apple,adjustable_wrench,0,0.383,83.8,0.999,86.2
stack4_scene0003,view_el90,apple,apple,1,0.535,99.8,0.62,74.0
stack4_scene0003,view_el90,apple,master_chef_can,0,0.54,144.0,1.0,12.9
stack4_scene0003,view_el90,apple,pudding_box,0,0.277,133.6,1.0,238.1
stack4_scene0003,view_el90,apple,master_chef_can,0,0.532,147.4,1.0,2.3
stack4_scene0003,view_el90,apple,pudding_box,0,0.38,55.6,0.89,109.0
stack4_scene0003,view_el90,apple,pudding_box,0,0.298,66.3,0.974,199.1
stack4_scene0003,view_el90,adjustable_wrench,apple,0,0.528,107.7,0.962,12.2
stack4_scene0003,view_el90,adjustable_wrench,master_chef_can,0,0.394,79.8,0.963,99.1
stack4_scene0003,view_el90,adjustable_wrench,pudding_box,0,0.396,82.3,0.805,152.0
stack4_scene0003,view_el90,adjustable_wrench,master_chef_can,0,0.403,89.9,0.832,88.5
stack4_scene0003,view_el90,adjustable_wrench,pudding_box,0,0.499,50.3,0.954,22.8
stack4_scene0003,view_el90,adjustable_wrench,pudding_box,0,0.418,18.3,0.824,112.9
stack4_scene0003,view_el90,apple,master_chef_can,0,0.518,186.5,1.0,86.9
stack4_scene0003,view_el90,apple,pudding_box,0,0.453,189.0,0.976,164.1
stack4_scene0003,view_el90,apple,master_chef_can,0,0.514,197.3,1.0,76.3
stack4_scene0003,view_el90,apple,pudding_box,0,0.67,63.7,0.857,35.0
stack4_scene0003,view_el90,apple,pudding_box,0,0.585,96.4,0.908,125.1
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,0.497,26.0,0.984,251.0
stack4_scene0003,view_el90,master_chef_can,master_chef_can,1,0.805,16.8,0.761,10.6
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,0.464,128.6,0.998,121.9
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,0.416,94.1,0.994,212.0
stack4_scene0003,view_el90,pudding_box,master_chef_can,0,0.411,16.1,0.907,240.5
stack4_scene0003,view_el90,pudding_box,pudding_box,1,0.382,127.4,0.956,129.2
stack4_scene0003,view_el90,pudding_box,pudding_box,1,0.454,93.0,0.904,39.1
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,0.43,137.3,0.993,111.3
stack4_scene0003,view_el90,master_chef_can,pudding_box,0,0.426,102.6,0.968,201.4
stack4_scene0003,view_el90,pudding_box,pudding_box,1,0.685,34.8,0.517,90.1
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.406,91.2,0.85,325.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.342,99.8,0.737,363.9
stack4_scene0004,view_el30_az135,colored_wood_blocks,wood_block,0,0.278,30.4,0.801,370.4
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.514,69.8,0.982,327.6
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.524,126.3,0.851,341.9
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.125,78.6,0.889,293.6
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.441,91.8,0.988,357.4
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.439,29.9,0.744,312.9
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.315,117.4,0.78,339.9
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.352,73.5,0.993,334.6
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.734,99.9,0.88,298.8
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.438,108.6,0.767,338.7
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.286,74.6,0.998,335.8
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.182,45.4,0.922,315.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.269,109.4,0.89,349.6
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.225,86.1,0.805,282.9
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.227,54.2,0.732,297.7
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.2,29.4,0.988,324.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.13,76.5,0.998,331.1
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.194,80.8,0.966,341.1
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.211,87.7,0.995,356.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.224,89.6,1.0,361.4
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.28,92.6,1.0,361.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.363,65.8,1.0,275.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.236,82.8,0.994,348.2
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.173,89.7,0.994,353.5
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.29,117.9,0.97,327.6
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.316,95.1,1.0,355.3
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.278,90.7,1.0,359.4
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.3,99.9,0.891,357.3
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.303,94.0,1.0,352.3
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.404,190.9,0.93,38.9
stack4_scene0004,view_el30_az135,colored_wood_blocks,wood_block,0,0.437,97.0,0.905,45.3
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.549,54.6,0.812,2.6
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.674,37.1,0.376,16.9
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.321,51.4,0.78,31.4
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.654,51.3,0.918,32.4
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.506,66.4,0.78,12.1
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.396,208.5,0.944,14.9
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.424,61.6,0.939,9.6
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.237,191.0,0.978,26.3
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.415,199.7,0.947,13.7
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.4,111.0,0.795,10.8
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.288,89.7,0.914,10.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.403,35.0,0.749,24.5
stack4_scene0004,view_el30_az135,colored_wood_blocks,bleach_cleanser,0,0.394,177.3,0.938,42.2
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.312,145.3,0.907,27.3
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.342,95.1,0.927,1.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.312,94.2,0.789,6.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.42,58.8,0.735,16.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.43,73.3,0.968,31.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.483,75.8,0.994,36.4
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.44,70.3,0.99,36.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.337,54.5,0.89,50.0
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.472,68.9,0.946,23.1
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.374,75.4,0.978,28.5
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.375,50.5,0.82,2.5
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.496,70.7,0.998,30.3
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.483,74.7,0.998,34.4
stack4_scene0004,view_el30_az135,colored_wood_blocks,colored_wood_blocks,1,0.444,40.5,0.812,32.2
stack4_scene0004,view_el30_az135,colored_wood_blocks,rubiks_cube,0,0.497,72.8,0.994,27.2
